Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Margin,Operating Profit,Sales Method
Sports Direct,H&M,4520619,30/1/2021,Northeast,Pennsylvania,Philadelphia,THOMPSON woven sport pants,50.83,1,50.83,47.83%,24.31,In-store
West Gear,H&M,6406099,31/1/2021,Midwest,Illinois,Chicago,THOMPSON woven sport pants,24.39,1,24.39,46.60%,11.37,Online
Foot Locker,H&M,1136527,1/2/2021,Southeast,Tennessee,Nashville,THOMPSON woven sport pants,48.71,2,97.42,48.52%,47.27,Online
Walmart,H&M,1569241,2/2/2021,West,California,Los Angeles,THOMPSON woven sport pants,50.83,1,50.83,26.67%,13.56,Online
Sports Direct,H&M,9852552,3/2/2021,Northeast,Pennsylvania,Philadelphia,THOMPSON woven sport pants,50.83,1,50.83,32.90%,16.72,In-store
Walmart,H&M,2978582,4/2/2021,Midwest,Michigan,Detroit,THOMPSON woven sport pants,50.83,1,50.83,32.00%,16.26,Online
West Gear,H&M,6223936,5/2/2021,South,Georgia,Atlanta,THOMPSON woven sport pants,48.05,1,48.05,34.00%,16.34,In-store
West Gear,H&M,6334303,6/2/2021,West,Washington,Seattle,THOMPSON woven sport pants,50.83,1,50.83,36.17%,18.38,Online
Foot Locker,H&M,7158132,7/2/2021,Southeast,Florida,Miami,THOMPSON woven sport pants,50.83,1,50.83,36.51%,18.56,Outlet
Walmart,H&M,4327391,8/2/2021,South,Georgia,Atlanta,THOMPSON woven sport pants,50.83,1,50.83,44.83%,22.79,Outlet
Sports Direct,H&M,9152295,9/2/2021,Northeast,Pennsylvania,Philadelphia,THOMPSON woven sport pants,50.83,1,50.83,39.40%,20.03,In-store
Sports Direct,H&M,5677661,10/2/2021,Midwest,Michigan,Detroit,THOMPSON woven sport pants,50.83,1,50.83,28.56%,14.52,In-store
West Gear,H&M,4456109,11/2/2021,South,Louisiana,New Orleans,THOMPSON woven sport pants,50.83,1,50.83,27.85%,14.16,Online
West Gear,H&M,8845755,12/2/2021,Midwest,Michigan,Detroit,THOMPSON woven sport pants,50.83,1,50.83,27.79%,14.13,In-store
Walmart,H&M,5623185,13/2/2021,Northeast,Massachusetts,Boston,THOMPSON woven sport pants,47.14,1,47.14,34.55%,16.28,Outlet
Foot Locker,H&M,5289868,14/2/2021,South,Georgia,Atlanta,THOMPSON woven sport pants,24.27,2,48.54,33.99%,16.5,In-store
Walmart,H&M,4827659,15/2/2021,Midwest,Illinois,Chicago,THOMPSON woven sport pants,50.83,1,50.83,30.21%,15.36,Outlet
West Gear,H&M,9812319,16/2/2021,Midwest,Ohio,Cleveland,THOMPSON woven sport pants,30.49,1,30.49,30.59%,9.33,Online
Sports Direct,H&M,9196974,17/2/2021,South,Georgia,Atlanta,THOMPSON woven sport pants,30.49,1,30.49,47.56%,14.5,Outlet
Sports Direct,H&M,2645660,18/2/2021,South,Texas,Houston,THOMPSON woven sport pants,30.49,3,91.47,33.32%,30.48,Online
Sports Direct,H&M,4005704,9/3/2021,Midwest,Michigan,Detroit,THOMPSON woven sport pants,30.49,3,91.47,40.18%,36.76,In-store
Walmart,H&M,6594834,10/3/2021,South,Louisiana,New Orleans,THOMPSON woven sport pants,29.14,2,58.27,35.64%,20.77,Outlet
Sports Direct,H&M,2296363,11/3/2021,Northeast,Pennsylvania,Philadelphia,THOMPSON woven sport pants,28.03,1,28.03,33.23%,9.32,Online
Foot Locker,H&M,8072759,12/3/2021,Southeast,Alabama,Birmingham,THOMPSON woven sport pants,30.49,2,60.98,46.20%,28.18,Online
West Gear,H&M,1434335,13/3/2021,South,Texas,Houston,THOMPSON woven sport pants,50.83,2,101.66,44.36%,45.09,Outlet
Foot Locker,H&M,9791462,14/3/2021,Northeast,Pennsylvania,Philadelphia,THOMPSON woven sport pants,41.17,3,123.51,38.65%,47.73,In-store
Walmart,H&M,5071395,15/3/2021,Midwest,Michigan,Detroit,THOMPSON woven sport pants,25.41,1,25.41,38.00%,9.65,In-store
Walmart,H&M,4436828,16/3/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,25,338.56,33.47%,113.32,Online
Foot Locker,H&M,2218636,17/3/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,34,460.44,29.27%,134.78,Outlet
West Gear,H&M,8281558,18/3/2021,Midwest,Illinois,Chicago,3p Sneaker Socks,13.54,21,284.39,35.42%,100.74,Online
Sports Direct,H&M,9106315,19/3/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,30,406.27,30.74%,124.91,Outlet
Foot Locker,H&M,3996501,20/3/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,22,297.93,27.85%,82.97,Online
Sports Direct,H&M,2653174,21/3/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,41,555.24,44.93%,249.48,Outlet
Walmart,H&M,8643047,22/3/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,33,446.9,45.79%,204.62,In-store
Sports Direct,H&M,9297885,23/3/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,13.54,33,446.9,35.40%,158.21,In-store
Walmart,H&M,9605542,6/4/2021,Midwest,Ohio,Cleveland,3p Sneaker Socks,13.54,51,690.66,39.81%,274.97,Online
Foot Locker,H&M,1663790,7/4/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,10.83,134,1451.29,27.31%,396.28,Outlet
Sports Direct,H&M,9880127,8/4/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,22,297.93,49.93%,148.77,Outlet
Sports Direct,H&M,7060052,9/4/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,23,311.47,28.85%,89.85,Online
Foot Locker,H&M,2068496,10/4/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,22,297.93,44.07%,131.29,Outlet
Walmart,H&M,6153511,11/4/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,41,555.24,42.79%,237.58,Outlet
West Gear,H&M,5732534,12/4/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,35,473.98,29.59%,140.23,Online
Foot Locker,H&M,4764495,13/4/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,13.54,34,460.44,34.11%,157.06,In-store
Walmart,H&M,1255360,14/4/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,27,365.64,48.29%,176.56,Outlet
Foot Locker,H&M,9833951,15/4/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,20,270.85,25.91%,70.17,Outlet
Foot Locker,H&M,3839490,16/4/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,32,433.36,37.41%,162.1,Online
Sports Direct,H&M,7183482,17/4/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,37,501.07,43.19%,216.42,In-store
Sports Direct,H&M,8733685,18/4/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,10.85,45,488.14,45.97%,224.4,In-store
West Gear,H&M,6358369,19/4/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,13.54,23,311.47,28.32%,88.21,In-store
Walmart,H&M,7831838,20/4/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,10.83,28,303.25,33.19%,100.65,Online
Walmart,H&M,8053524,21/4/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,53,717.75,42.63%,305.99,Online
Sports Direct,H&M,9720526,22/4/2021,Northeast,New York,New York City,3p Sneaker Socks,13.54,32,433.36,27.39%,118.69,Outlet
Walmart,H&M,7238266,23/4/2021,South,Texas,Houston,3p Sneaker Socks,13.54,27,365.64,46.92%,171.58,Outlet
Sports Direct,H&M,8348736,24/4/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,50,677.12,32.49%,219.96,Online
Foot Locker,H&M,9283988,25/4/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,24,325.02,29.00%,94.26,Online
West Gear,H&M,7184168,26/4/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,33,446.9,43.64%,195.03,Online
Walmart,H&M,8551088,27/4/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,28,379.19,44.65%,169.32,In-store
Walmart,H&M,7450432,28/4/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,29,392.73,37.91%,148.9,In-store
Foot Locker,H&M,5399615,29/4/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,12,162.51,37.79%,61.41,In-store
Foot Locker,H&M,7252877,30/4/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,23,311.47,48.60%,151.36,Outlet
West Gear,H&M,7556298,1/5/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,25,338.56,37.96%,128.52,Online
West Gear,H&M,6730432,2/5/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,34,460.44,45.25%,208.35,In-store
Walmart,H&M,6358961,3/5/2021,Southeast,Tennessee,Nashville,3p Sneaker Socks,13.54,28,379.19,38.44%,145.74,Online
West Gear,H&M,1284517,4/5/2021,Midwest,Ohio,Cleveland,3p Sneaker Socks,13.54,36,487.53,35.20%,171.6,Outlet
West Gear,H&M,2842634,5/5/2021,Southeast,Florida,Miami,3p Sneaker Socks,13.54,35,473.98,25.71%,121.85,Outlet
Walmart,H&M,7330146,6/5/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,48,650.03,37.01%,240.55,Outlet
Foot Locker,H&M,4109643,7/5/2021,South,Texas,Houston,3p Sneaker Socks,13.54,20,270.85,25.89%,70.12,Outlet
Sports Direct,H&M,4965465,8/5/2021,Southeast,Tennessee,Nashville,3p Sneaker Socks,13.54,27,365.64,46.94%,171.62,Online
Foot Locker,H&M,2997692,9/5/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,18,243.76,45.22%,110.23,Online
Foot Locker,H&M,3960402,10/5/2021,South,Texas,Houston,3p Sneaker Socks,13.54,20,270.85,31.53%,85.39,Online
West Gear,H&M,7300517,11/5/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,13.54,9,121.88,29.23%,35.63,Outlet
Sports Direct,H&M,2096660,12/5/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,13,176.05,41.86%,73.69,In-store
West Gear,H&M,1465911,13/5/2021,South,Texas,Houston,3p Sneaker Socks,13.54,17,230.22,47.69%,109.8,In-store
West Gear,H&M,5300958,14/5/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,12,162.51,29.90%,48.59,Online
Sports Direct,H&M,1762190,15/5/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,18,243.76,49.93%,121.72,Online
Walmart,H&M,9821590,16/5/2021,South,Texas,Houston,3p Sneaker Socks,13.54,19,257.31,46.82%,120.47,In-store
West Gear,H&M,5891859,17/5/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,22,297.93,26.56%,79.12,In-store
Foot Locker,H&M,8291099,18/5/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,28,379.19,49.63%,188.18,Online
Sports Direct,H&M,2887962,19/5/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,13,176.05,33.22%,58.48,Outlet
Walmart,H&M,7733091,20/5/2021,Midwest,Illinois,Chicago,3p Sneaker Socks,12.8,24,307.12,34.18%,104.99,In-store
Sports Direct,H&M,2253674,21/5/2021,Midwest,Ohio,Cleveland,3p Sneaker Socks,13.54,19,257.31,37.26%,95.86,In-store
Sports Direct,H&M,7230619,22/5/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,23,311.47,45.75%,142.49,Outlet
Sports Direct,H&M,5166273,23/5/2021,Southeast,Tennessee,Nashville,3p Sneaker Socks,13.54,20,270.85,42.74%,115.77,In-store
West Gear,H&M,5701114,24/5/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,13.54,13,176.05,28.82%,50.74,Outlet
Walmart,H&M,3613996,25/5/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,12,162.51,45.18%,73.43,Outlet
Foot Locker,H&M,5906144,26/5/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,20,270.85,46.31%,125.42,Outlet
Foot Locker,H&M,8051184,27/5/2021,South,Texas,Houston,3p Sneaker Socks,13.54,14,189.59,38.11%,72.25,Outlet
West Gear,H&M,9419485,28/5/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,8,108.34,38.49%,41.7,In-store
Foot Locker,H&M,3966913,29/5/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,16,216.68,34.98%,75.79,Online
Foot Locker,H&M,2880946,30/5/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,18,243.76,37.66%,91.81,Outlet
Sports Direct,H&M,9542262,31/5/2021,Southeast,Tennessee,Nashville,3p Sneaker Socks,13.54,28,379.19,31.92%,121.03,In-store
West Gear,H&M,1955970,1/6/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,10.83,86,931.42,46.66%,434.58,Outlet
Foot Locker,H&M,7657251,2/6/2021,West,Washington,Seattle,3p Sneaker Socks,10.83,47,509.03,34.46%,175.43,In-store
Foot Locker,H&M,2964228,3/6/2021,Northeast,New York,New York City,3p Sneaker Socks,13.54,10,135.42,41.65%,56.41,Online
West Gear,H&M,4053216,4/6/2021,West,Nevada,Las Vegas,3p Sneaker Socks,12.19,17,207.17,40.09%,83.06,Outlet
West Gear,H&M,6888833,5/6/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,20,270.85,47.05%,127.43,In-store
West Gear,H&M,7553384,6/6/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,9,121.88,38.48%,46.9,Outlet
Foot Locker,H&M,8008506,7/6/2021,Northeast,New York,New York City,3p Sneaker Socks,13.54,8,108.34,44.78%,48.52,Outlet
West Gear,H&M,1526287,8/6/2021,Midwest,Ohio,Cleveland,3p Sneaker Socks,13.54,23,311.47,46.62%,145.21,In-store
Foot Locker,H&M,5675485,9/6/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,22,297.93,39.62%,118.03,Online
Sports Direct,H&M,6239145,10/6/2021,Southeast,Tennessee,Nashville,3p Sneaker Socks,13.54,14,189.59,31.82%,60.32,Outlet
Foot Locker,H&M,2062632,11/6/2021,Southeast,Florida,Miami,3p Sneaker Socks,13.54,14,189.59,43.81%,83.06,Outlet
West Gear,H&M,1544042,12/6/2021,Midwest,Illinois,Chicago,3p Sneaker Socks,13.54,10,135.42,39.74%,53.81,Outlet
Foot Locker,H&M,4588928,13/6/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,16,216.68,32.96%,71.43,In-store
Sports Direct,H&M,1627257,14/6/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,16,216.68,49.86%,108.04,Online
Foot Locker,H&M,9444790,15/6/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,9,121.88,30.10%,36.68,Outlet
Walmart,H&M,9219998,16/6/2021,South,Texas,Houston,3p Sneaker Socks,13.54,12,162.51,25.83%,41.98,In-store
Foot Locker,H&M,8065601,17/6/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,22,297.93,27.90%,83.12,Outlet
Sports Direct,H&M,9541122,18/6/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,15,203.14,48.55%,98.62,In-store
Sports Direct,H&M,1806194,19/6/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,11,148.97,41.61%,61.98,In-store
Foot Locker,H&M,7697740,20/6/2021,Northeast,New York,New York City,3p Sneaker Socks,13.54,7,94.8,38.64%,36.63,Outlet
Sports Direct,H&M,7241172,21/6/2021,Midwest,Illinois,Chicago,3p Sneaker Socks,13.54,11,148.97,47.97%,71.46,Outlet
Sports Direct,H&M,2649836,22/6/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,13,176.05,26.55%,46.74,In-store
Foot Locker,H&M,8507013,23/6/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,12,162.51,46.87%,76.17,Online
Sports Direct,H&M,8441365,24/6/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,12,162.51,37.83%,61.48,Online
West Gear,H&M,1767985,25/6/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,7,94.8,27.15%,25.74,In-store
Walmart,H&M,4760835,26/6/2021,Midwest,Ohio,Cleveland,3p Sneaker Socks,13.54,12,162.51,33.05%,53.71,Online
West Gear,H&M,3771612,27/6/2021,Midwest,Illinois,Chicago,3p Sneaker Socks,13.54,17,230.22,46.59%,107.25,Online
Foot Locker,H&M,7836742,28/6/2021,Southeast,Tennessee,Nashville,3p Sneaker Socks,13.54,13,176.05,41.29%,72.69,Outlet
Foot Locker,H&M,5334669,29/6/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,10,135.42,35.43%,47.99,Online
Walmart,H&M,5359147,30/6/2021,Southeast,Florida,Miami,3p Sneaker Socks,13.54,28,379.19,48.94%,185.58,Online
Foot Locker,H&M,8298138,1/7/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,11,148.97,45.89%,68.37,Outlet
West Gear,H&M,9265834,2/7/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,7,94.8,41.75%,39.57,Online
Sports Direct,H&M,6593378,3/7/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,3,40.63,34.54%,14.03,In-store
West Gear,H&M,4054768,4/7/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,6,81.25,32.50%,26.4,Outlet
Sports Direct,H&M,4640563,5/7/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,26,352.1,25.47%,89.68,Outlet
Sports Direct,H&M,6225606,6/7/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,16,216.68,33.65%,72.91,In-store
West Gear,H&M,8450585,7/7/2021,Southeast,Tennessee,Nashville,3p Sneaker Socks,13.54,35,473.98,42.92%,203.42,Online
Sports Direct,H&M,1525175,8/7/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,15,203.14,49.08%,99.69,Online
Foot Locker,H&M,9773262,9/7/2021,West,Washington,Seattle,3p Sneaker Socks,11.53,19,218.98,37.33%,81.75,In-store
Walmart,H&M,8290499,10/7/2021,Northeast,New York,New York City,3p Sneaker Socks,13.54,5,67.71,25.45%,17.24,In-store
Foot Locker,H&M,9308627,11/7/2021,Midwest,Illinois,Chicago,3p Sneaker Socks,13.54,20,270.85,29.61%,80.21,Online
West Gear,H&M,2154318,12/7/2021,Midwest,Ohio,Cleveland,3p Sneaker Socks,13.54,22,297.93,38.55%,114.86,In-store
Walmart,H&M,1560960,13/7/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,36,487.53,42.27%,206.1,In-store
Walmart,H&M,9342015,14/7/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,13.54,18,243.76,44.54%,108.58,Online
Sports Direct,H&M,8354271,15/7/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,21,284.39,27.43%,78,Outlet
Sports Direct,H&M,7791864,16/7/2021,Southeast,Tennessee,Nashville,3p Sneaker Socks,13.31,18,239.49,43.31%,103.73,Online
Sports Direct,H&M,6540222,17/7/2021,South,Texas,Houston,3p Sneaker Socks,13.54,15,203.14,42.12%,85.56,Online
West Gear,H&M,4625691,18/7/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,20,270.85,46.71%,126.52,Online
West Gear,H&M,7510045,19/7/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,14,189.59,40.96%,77.65,In-store
Sports Direct,H&M,6914711,20/7/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,20,270.85,32.31%,87.5,In-store
Foot Locker,H&M,3191181,21/7/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,22,297.93,45.31%,135,In-store
Foot Locker,H&M,5022107,22/7/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,14,189.59,40.74%,77.25,Online
Sports Direct,H&M,7383687,23/7/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,20,270.85,47.31%,128.15,Online
Foot Locker,H&M,2919909,24/7/2021,South,Louisiana,New Orleans,3p Sneaker Socks,12.73,7,89.1,35.55%,31.68,Online
Walmart,H&M,2888561,25/7/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,16,216.68,34.09%,73.87,In-store
Walmart,H&M,5660790,26/7/2021,Midwest,Ohio,Cleveland,3p Sneaker Socks,13.54,10,135.42,46.18%,62.54,In-store
Walmart,H&M,1101410,27/7/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,29,392.73,29.85%,117.23,Outlet
Foot Locker,H&M,8275578,28/7/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,12,162.51,49.72%,80.8,Outlet
Foot Locker,H&M,7228829,29/7/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,11,148.97,28.04%,41.77,Outlet
Walmart,H&M,2395265,30/7/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,12,162.51,36.69%,59.62,Outlet
Sports Direct,H&M,3511350,31/7/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,13,176.05,48.58%,85.53,In-store
West Gear,H&M,5970520,1/8/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,16,216.68,48.00%,104.01,Online
Foot Locker,H&M,9580229,2/8/2021,Northeast,New York,New York City,3p Sneaker Socks,13.54,20,270.85,28.85%,78.13,Outlet
Walmart,H&M,1510658,3/8/2021,South,Texas,Houston,3p Sneaker Socks,13.54,22,297.93,32.77%,97.65,In-store
Walmart,H&M,6727261,4/8/2021,Southeast,Florida,Miami,3p Sneaker Socks,13.54,18,243.76,41.67%,101.57,In-store
Walmart,H&M,7671978,5/8/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,13,176.05,42.30%,74.47,In-store
Sports Direct,H&M,6066192,6/8/2021,Midwest,Ohio,Cleveland,3p Sneaker Socks,13.54,18,243.76,45.46%,110.82,Outlet
Walmart,H&M,2007189,7/8/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,17,230.22,45.67%,105.14,Online
Foot Locker,H&M,6346030,8/8/2021,South,Texas,Houston,3p Sneaker Socks,13.54,18,243.76,42.36%,103.26,Outlet
West Gear,H&M,2129001,9/8/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,13,176.05,38.07%,67.02,Online
Walmart,H&M,2895466,10/8/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,13.54,21,284.39,48.91%,139.11,Outlet
West Gear,H&M,3636972,11/8/2021,South,Louisiana,New Orleans,3p Sneaker Socks,13.54,35,473.98,49.54%,234.82,Online
Foot Locker,H&M,7913300,12/8/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,11,148.97,35.24%,52.49,Online
Foot Locker,H&M,1884954,13/8/2021,South,Texas,Houston,3p Sneaker Socks,13.54,27,365.64,44.35%,162.16,Outlet
West Gear,H&M,2320076,14/8/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,4,54.17,28.69%,15.54,Outlet
Walmart,H&M,8807923,15/8/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,22,297.93,25.88%,77.1,In-store
Sports Direct,H&M,3844925,16/8/2021,Southeast,Alabama,Birmingham,3p Sneaker Socks,13.54,6,81.25,48.85%,39.7,Online
Sports Direct,H&M,6222644,17/8/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,6,81.25,25.39%,20.63,In-store
Walmart,H&M,2489399,18/8/2021,Midwest,Illinois,Chicago,3p Sneaker Socks,13.54,11,148.97,34.74%,51.75,Online
Sports Direct,H&M,4980956,19/8/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,19,257.31,49.85%,128.27,Outlet
Walmart,H&M,8680711,20/8/2021,West,Washington,Seattle,3p Sneaker Socks,13.54,16,216.68,31.86%,69.03,In-store
Foot Locker,H&M,4062712,21/8/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,6,81.25,32.10%,26.08,In-store
Foot Locker,H&M,3389909,22/8/2021,West,Nevada,Las Vegas,3p Sneaker Socks,13.54,12,162.51,38.09%,61.89,Online
Walmart,H&M,7593105,23/8/2021,Southeast,Florida,Miami,3p Sneaker Socks,12.19,15,182.8,37.19%,67.99,In-store
Foot Locker,H&M,7580861,24/8/2021,Southeast,Florida,Miami,3p Sneaker Socks,13.54,19,257.31,27.70%,71.26,Outlet
Walmart,H&M,2226389,25/8/2021,South,Georgia,Atlanta,3p Sneaker Socks,13.54,32,433.36,40.41%,175.12,Online
Sports Direct,H&M,1541791,26/8/2021,Midwest,Michigan,Detroit,3p Sneaker Socks,13.54,14,189.59,33.25%,63.05,Online
Foot Locker,H&M,6849046,27/8/2021,Northeast,Pennsylvania,Philadelphia,3p Sneaker Socks,13.54,26,352.1,28.01%,98.61,In-store
Sports Direct,H&M,4769586,28/8/2021,West,California,Los Angeles,3p Sneaker Socks,13.54,29,392.73,32.68%,128.35,Outlet
Sports Direct,H&M,8850673,29/8/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,23,311.47,29.88%,93.06,In-store
Walmart,H&M,1583385,30/8/2021,West,Nevada,Las Vegas,3p Sneaker Socks,11.51,38,437.32,38.39%,167.87,Outlet
Foot Locker,H&M,8372400,31/8/2021,West,Washington,Seattle,3p Sneaker Socks,11.51,34,391.29,47.05%,184.1,In-store
Foot Locker,H&M,6471353,1/9/2021,Midwest,Illinois,Chicago,3p Sneaker Socks,11.51,44,506.37,33.22%,168.21,In-store
Foot Locker,H&M,5433944,2/9/2021,Northeast,Massachusetts,Boston,3p Sneaker Socks,13.54,37,501.07,49.84%,249.72,Outlet
